user_id,restaurant_id,rating,timestamp,interaction_type
user_0337,rest_0219,4,2024-12-11 19:42:02.650612,bookmark
user_0193,rest_0602,3,2024-11-10 20:11:02.650612,review
user_0423,rest_0325,3,2024-11-05 01:29:02.650612,view
user_0447,rest_0507,5,2025-06-15 09:13:02.650612,review
user_0042,rest_0338,3,2025-06-22 09:15:02.650612,like
user_0404,rest_0301,4,2025-06-10 23:32:02.650612,view
user_0299,rest_0500,4,2025-06-18 09:35:02.650612,bookmark
user_0348,rest_0152,3,2024-12-30 09:34:02.650612,review
user_0091,rest_0760,4,2025-06-28 11:15:02.650612,bookmark
user_0051,rest_0084,4,2025-04-10 06:50:02.650612,view
user_0325,rest_0339,4,2024-11-02 00:29:02.650612,review
user_0045,rest_0012,5,2025-01-08 07:04:02.650612,view
user_0224,rest_0644,4,2025-08-19 12:17:02.650612,like
user_0345,rest_0473,3,2025-01-17 15:59:02.650612,like
user_0342,rest_0696,5,2025-07-14 02:32:02.650612,view
user_0178,rest_0417,5,2025-02-05 03:37:02.650612,like
user_0294,rest_0389,4,2024-12-15 09:31:02.650612,view
user_0286,rest_0578,4,2025-02-14 06:06:02.650612,bookmark
user_0420,rest_0457,5,2025-06-27 01:29:02.650612,bookmark
user_0446,rest_0618,4,2025-01-12 02:52:02.650612,like
user_0444,rest_0828,4,2024-12-19 12:16:02.650612,review
user_0065,rest_0035,4,2025-04-21 11:33:02.650612,view
user_0440,rest_0936,5,2024-12-15 10:06:02.650612,review
user_0166,rest_0374,4,2025-01-27 01:34:02.650612,bookmark
user_0121,rest_0091,4,2025-07-27 06:22:02.650612,like
user_0205,rest_0879,5,2024-12-18 14:07:02.650612,like
user_0416,rest_0756,4,2025-02-02 03:34:02.650612,review
user_0378,rest_0365,5,2024-09-21 01:25:02.650612,review
user_0402,rest_0212,4,2025-01-23 13:53:02.650612,view
user_0203,rest_0059,4,2024-12-08 21:12:02.650612,bookmark
user_0049,rest_0395,5,2025-03-07 04:22:02.650612,bookmark
user_0010,rest_0709,4,2025-03-15 17:37:02.650612,like
user_0399,rest_0035,3,2025-03-02 17:31:02.650612,review
user_0455,rest_0991,4,2025-07-28 05:28:02.650612,like
user_0444,rest_0186,3,2025-03-08 09:39:02.650612,review
user_0040,rest_0330,4,2025-01-11 06:19:02.650612,bookmark
user_0011,rest_0738,5,2025-01-15 17:15:02.650612,view
user_0107,rest_0292,3,2024-11-07 23:03:02.650612,review
user_0280,rest_0966,4,2025-04-08 12:47:02.650612,view
user_0053,rest_0667,4,2024-12-04 22:40:02.650612,review
user_0377,rest_0619,4,2025-08-03 00:07:02.650612,like
user_0014,rest_0160,3,2025-03-18 06:54:02.650612,review
user_0412,rest_0824,4,2025-02-21 07:25:02.650612,bookmark
user_0000,rest_0369,3,2024-11-25 07:17:02.650612,review
user_0273,rest_0464,3,2025-05-26 11:18:02.650612,view
user_0407,rest_0975,2,2025-03-27 02:25:02.650612,review
user_0112,rest_0434,4,2025-04-21 16:14:02.650612,bookmark
user_0211,rest_0406,4,2024-10-22 01:07:02.650612,bookmark
user_0077,rest_0898,3,2025-06-16 20:10:02.650612,view
user_0016,rest_0791,5,2024-11-29 21:16:02.650612,review
user_0430,rest_0157,5,2025-03-30 20:06:02.650612,like
user_0017,rest_0091,3,2024-11-04 12:41:02.650612,like
user_0492,rest_0462,4,2025-03-01 01:39:02.650612,view
user_0101,rest_0214,2,2024-10-13 17:12:02.650612,view
user_0166,rest_0023,5,2025-02-05 14:06:02.650612,review
user_0404,rest_0677,5,2024-10-08 14:49:02.650612,review
user_0405,rest_0003,5,2025-05-24 03:19:02.650612,bookmark
user_0375,rest_0518,4,2025-09-04 08:21:02.650612,like
user_0356,rest_0527,2,2025-07-04 01:33:02.650612,bookmark
user_0271,rest_0966,4,2025-02-15 04:33:02.650612,bookmark
user_0232,rest_0665,4,2025-08-09 12:23:02.650612,like
user_0452,rest_0565,2,2025-03-22 15:14:02.650612,bookmark
user_0369,rest_0790,5,2025-06-19 08:11:02.650612,review
user_0313,rest_0491,4,2025-04-14 16:19:02.650612,view
user_0034,rest_0100,5,2024-11-22 01:54:02.650612,view
user_0103,rest_0377,5,2024-12-23 23:01:02.650612,review
user_0036,rest_0595,5,2025-01-01 16:30:02.650612,view
user_0270,rest_0506,3,2024-10-23 05:03:02.650612,like
user_0382,rest_0372,3,2025-08-09 14:21:02.650612,review
user_0452,rest_0234,4,2024-12-18 13:24:02.650612,bookmark
user_0336,rest_0328,5,2025-07-21 10:58:02.650612,bookmark
user_0265,rest_0460,3,2025-02-17 20:18:02.650612,like
user_0261,rest_0638,5,2025-07-06 00:05:02.650612,view
user_0070,rest_0219,4,2025-07-12 03:13:02.650612,bookmark
user_0415,rest_0737,5,2025-07-06 08:35:02.650612,like
user_0375,rest_0950,4,2025-03-02 11:10:02.650612,review
user_0464,rest_0594,5,2025-08-11 05:01:02.650612,review
user_0222,rest_0588,4,2024-11-17 03:46:02.650612,view
user_0195,rest_0509,4,2025-06-11 21:19:02.650612,like
user_0113,rest_0589,4,2025-08-27 19:24:02.650612,review
user_0258,rest_0853,4,2025-04-26 05:49:02.650612,review
user_0075,rest_0280,4,2024-10-29 11:35:02.650612,view
user_0280,rest_0118,4,2024-10-30 08:31:02.650612,review
user_0286,rest_0800,5,2025-04-07 16:35:02.650612,like
user_0124,rest_0133,2,2025-04-25 06:42:02.650612,view
user_0097,rest_0293,5,2025-07-18 16:00:02.650612,bookmark
user_0436,rest_0821,3,2024-10-14 03:38:02.650612,like
user_0342,rest_0206,2,2025-07-12 17:32:02.650612,view
user_0145,rest_0240,5,2025-09-08 15:16:02.650612,view
user_0338,rest_0568,4,2025-08-20 07:54:02.650612,view
user_0009,rest_0349,5,2025-08-15 08:13:02.650612,review
user_0272,rest_0525,4,2024-12-27 12:28:02.650612,view
user_0020,rest_0583,4,2025-06-15 05:20:02.650612,review
user_0009,rest_0325,3,2025-03-16 07:39:02.650612,bookmark
user_0256,rest_0742,5,2024-10-18 16:15:02.650612,review
user_0077,rest_0211,3,2025-04-06 17:07:02.650612,view
user_0446,rest_0065,5,2025-01-11 09:14:02.650612,like
user_0465,rest_0381,5,2024-11-30 16:58:02.650612,like
user_0162,rest_0618,4,2025-06-16 19:06:02.650612,like
user_0305,rest_0475,5,2025-09-02 20:21:02.650612,view
user_0098,rest_0545,3,2025-04-13 20:58:02.650612,bookmark
user_0402,rest_0803,5,2024-11-11 10:28:02.650612,view
user_0376,rest_0140,5,2025-04-03 12:47:02.650612,view
user_0236,rest_0760,4,2025-02-14 15:57:02.650612,view
user_0279,rest_0936,4,2025-04-16 06:27:02.650612,view
user_0046,rest_0637,4,2025-09-06 16:57:02.650612,like
user_0367,rest_0400,4,2024-11-01 23:44:02.650612,review
user_0194,rest_0182,3,2024-12-13 06:35:02.650612,like
user_0492,rest_0934,4,2025-08-03 01:06:02.650612,like
user_0413,rest_0058,4,2025-05-27 03:12:02.650612,review
user_0334,rest_0773,5,2024-11-29 21:41:02.650612,bookmark
user_0091,rest_0762,4,2025-02-09 15:41:02.650612,like
user_0018,rest_0657,4,2025-02-17 06:22:02.650612,review
user_0419,rest_0539,4,2025-04-23 13:03:02.650612,bookmark
user_0241,rest_0950,3,2025-09-07 04:20:02.650612,review
user_0000,rest_0367,3,2025-05-13 16:49:02.650612,view
user_0353,rest_0043,4,2024-10-21 05:18:02.650612,bookmark
user_0392,rest_0454,2,2025-09-03 06:20:02.650612,review
user_0491,rest_0158,4,2024-12-15 02:20:02.650612,bookmark
user_0246,rest_0718,4,2025-05-10 13:56:02.650612,bookmark
user_0274,rest_0997,3,2025-07-09 17:20:02.650612,bookmark
user_0199,rest_0014,4,2024-11-15 05:44:02.650612,bookmark
user_0363,rest_0873,4,2025-04-15 22:30:02.650612,like
user_0486,rest_0219,4,2025-06-12 05:10:02.650612,view
user_0047,rest_0781,5,2024-09-29 11:56:02.650612,like
user_0446,rest_0169,2,2025-06-08 17:07:02.650612,like
user_0370,rest_0529,4,2025-04-03 18:54:02.650612,view
user_0002,rest_0441,4,2024-10-09 17:53:02.650612,view
user_0170,rest_0795,4,2024-10-09 23:32:02.650612,bookmark
user_0107,rest_0383,3,2024-12-24 05:16:02.650612,bookmark
user_0060,rest_0155,3,2024-12-06 04:06:02.650612,view
user_0263,rest_0159,4,2025-06-21 07:34:02.650612,bookmark
user_0138,rest_0901,4,2025-09-12 05:35:02.650612,like
user_0087,rest_0763,4,2025-07-27 06:33:02.650612,review
user_0025,rest_0276,2,2024-10-13 22:26:02.650612,review
user_0290,rest_0688,4,2025-09-09 10:05:02.650612,review
user_0240,rest_0454,2,2025-01-09 00:54:02.650612,bookmark
user_0433,rest_0047,5,2025-03-14 15:35:02.650612,like
user_0260,rest_0500,4,2025-09-16 23:19:02.650612,view
user_0236,rest_0628,5,2025-04-16 03:38:02.650612,like
user_0174,rest_0652,5,2025-09-07 14:26:02.650612,review
user_0249,rest_0486,4,2025-07-19 10:19:02.650612,view
user_0167,rest_0749,5,2025-08-20 21:04:02.650612,like
user_0387,rest_0410,5,2024-12-02 10:33:02.650612,bookmark
user_0228,rest_0218,5,2025-08-31 06:18:02.650612,bookmark
user_0495,rest_0043,5,2025-09-12 13:51:02.650612,bookmark
user_0443,rest_0127,3,2025-04-26 18:36:02.650612,review
user_0320,rest_0648,2,2025-03-31 08:23:02.650612,review
user_0279,rest_0815,4,2024-12-14 11:07:02.650612,like
user_0473,rest_0614,2,2025-04-18 00:17:02.650612,like
user_0068,rest_0581,5,2025-08-13 20:08:02.650612,review
user_0069,rest_0390,3,2025-08-11 09:54:02.650612,review
user_0319,rest_0889,4,2025-06-04 09:34:02.650612,review
user_0196,rest_0312,4,2024-12-21 09:37:02.650612,view
user_0295,rest_0024,4,2025-01-16 18:31:02.650612,bookmark
user_0360,rest_0027,5,2025-07-11 11:43:02.650612,view
user_0288,rest_0320,3,2025-08-05 11:36:02.650612,like
user_0293,rest_0569,4,2025-02-13 19:38:02.650612,view
user_0064,rest_0808,4,2025-02-06 04:07:02.650612,bookmark
user_0309,rest_0997,3,2025-07-16 19:08:02.650612,review
user_0394,rest_0999,5,2025-08-21 10:45:02.650612,like
user_0419,rest_0737,3,2024-12-11 10:24:02.650612,review
user_0272,rest_0089,3,2025-09-01 18:23:02.650612,review
user_0134,rest_0252,2,2025-04-26 20:17:02.650612,review
user_0489,rest_0734,3,2025-06-16 16:21:02.650612,review
user_0138,rest_0761,4,2024-11-06 04:40:02.650612,review
user_0383,rest_0213,4,2025-08-27 14:48:02.650612,like
user_0344,rest_0120,5,2024-10-20 20:25:02.650612,view
user_0268,rest_0802,5,2025-05-03 07:13:02.650612,bookmark
user_0128,rest_0315,4,2024-09-29 15:04:02.650612,view
user_0061,rest_0146,5,2025-07-23 00:23:02.650612,like
user_0094,rest_0585,4,2025-05-14 17:58:02.650612,view
user_0327,rest_0290,5,2025-02-05 09:43:02.650612,bookmark
user_0037,rest_0368,5,2024-10-18 08:23:02.650612,bookmark
user_0416,rest_0647,5,2025-04-29 22:30:02.650612,like
user_0220,rest_0050,3,2025-08-11 23:57:02.650612,review
user_0017,rest_0236,5,2025-07-06 19:15:02.650612,review
user_0276,rest_0106,4,2025-04-01 18:51:02.650612,review
user_0205,rest_0611,5,2025-08-13 22:22:02.650612,bookmark
user_0331,rest_0894,5,2025-06-26 21:23:02.650612,like
user_0458,rest_0511,5,2025-09-04 07:30:02.650612,view
user_0018,rest_0675,2,2025-07-17 03:30:02.650612,review
user_0329,rest_0442,4,2025-06-17 10:00:02.650612,view
user_0173,rest_0675,2,2024-10-08 08:06:02.650612,like
user_0274,rest_0804,5,2025-07-10 03:58:02.650612,view
user_0316,rest_0593,5,2025-09-11 16:07:02.650612,view
user_0312,rest_0524,3,2025-07-15 22:51:02.650612,view
user_0218,rest_0320,3,2025-08-30 08:19:02.650612,view
user_0303,rest_0086,4,2024-10-18 23:16:02.650612,like
user_0356,rest_0804,3,2024-12-10 10:14:02.650612,view
user_0068,rest_0919,5,2025-08-06 15:23:02.650612,like
user_0041,rest_0179,4,2024-12-16 22:44:02.650612,bookmark
user_0305,rest_0564,4,2025-05-30 15:04:02.650612,bookmark
user_0285,rest_0854,5,2024-11-16 12:05:02.650612,bookmark
user_0337,rest_0414,3,2024-10-14 02:06:02.650612,like
user_0090,rest_0284,5,2024-10-08 21:40:02.650612,bookmark
user_0145,rest_0706,3,2025-01-23 06:38:02.650612,review
user_0022,rest_0327,4,2024-10-13 13:10:02.650612,like
user_0402,rest_0553,5,2025-06-06 23:03:02.650612,like
user_0459,rest_0988,3,2024-11-12 06:13:02.650612,view
user_0456,rest_0048,4,2025-05-16 14:30:02.650612,view
user_0455,rest_0620,4,2025-01-05 15:28:02.650612,like
user_0198,rest_0229,3,2025-05-09 19:11:02.650612,bookmark
user_0171,rest_0631,4,2025-09-06 14:02:02.650612,bookmark
user_0296,rest_0222,5,2025-07-16 00:57:02.650612,view
user_0123,rest_0353,5,2024-09-23 18:45:02.650612,review
user_0183,rest_0884,3,2025-08-13 22:00:02.650612,review
user_0406,rest_0650,4,2025-09-01 22:38:02.650612,bookmark
user_0345,rest_0344,4,2024-10-12 23:23:02.650612,bookmark
user_0359,rest_0095,4,2025-01-10 06:21:02.650612,bookmark
user_0141,rest_0872,5,2025-03-26 07:27:02.650612,review
user_0231,rest_0070,3,2025-08-27 18:50:02.650612,view
user_0234,rest_0005,5,2025-04-05 01:17:02.650612,view
user_0055,rest_0095,5,2024-11-13 18:08:02.650612,review
user_0477,rest_0736,5,2025-03-13 09:27:02.650612,view
user_0431,rest_0168,5,2025-05-09 05:35:02.650612,like
user_0497,rest_0617,5,2024-10-11 00:21:02.650612,bookmark
user_0059,rest_0668,4,2025-02-26 14:07:02.650612,review
user_0133,rest_0943,3,2024-12-31 13:44:02.650612,view
user_0229,rest_0057,4,2024-12-09 13:18:02.650612,view
user_0471,rest_0514,4,2025-05-30 00:28:02.650612,bookmark
user_0079,rest_0215,3,2025-06-23 12:20:02.650612,bookmark
user_0020,rest_0430,4,2025-06-25 23:18:02.650612,view
user_0490,rest_0602,4,2025-06-06 08:11:02.650612,review
user_0203,rest_0167,5,2025-04-23 07:23:02.650612,bookmark
user_0179,rest_0743,4,2025-05-03 13:04:02.650612,like
user_0306,rest_0537,4,2025-01-01 05:29:02.650612,bookmark
user_0045,rest_0806,4,2025-08-10 04:25:02.650612,like
user_0070,rest_0264,4,2025-03-31 05:34:02.650612,review
user_0334,rest_0441,5,2025-02-11 09:10:02.650612,review
user_0125,rest_0431,4,2025-02-05 11:03:02.650612,bookmark
user_0061,rest_0012,5,2025-07-07 20:53:02.650612,bookmark
user_0074,rest_0667,4,2025-09-06 00:21:02.650612,like
user_0489,rest_0533,4,2025-02-12 05:32:02.650612,view
user_0263,rest_0123,4,2025-08-04 01:47:02.650612,view
user_0278,rest_0598,4,2025-02-25 17:50:02.650612,bookmark
user_0421,rest_0532,4,2024-11-26 12:17:02.650612,bookmark
user_0398,rest_0727,5,2025-03-10 01:05:02.650612,like
user_0113,rest_0263,4,2025-09-07 00:43:02.650612,like
user_0157,rest_0313,5,2024-11-21 22:26:02.650612,view
user_0039,rest_0184,5,2025-05-22 09:01:02.650612,like
user_0055,rest_0946,5,2025-08-20 12:36:02.650612,view
user_0240,rest_0451,4,2025-01-23 21:03:02.650612,bookmark
user_0341,rest_0535,2,2024-11-04 23:57:02.650612,like
user_0014,rest_0863,4,2025-02-06 14:21:02.650612,bookmark
user_0034,rest_0136,4,2025-07-09 20:32:02.650612,like
user_0366,rest_0896,5,2025-02-08 01:56:02.650612,view
user_0473,rest_0961,5,2025-06-02 18:29:02.650612,bookmark
user_0054,rest_0189,5,2025-03-17 08:26:02.650612,like
user_0263,rest_0159,4,2024-11-13 06:06:02.650612,review
user_0369,rest_0038,4,2025-03-03 11:06:02.650612,review
user_0219,rest_0012,5,2024-10-22 11:42:02.650612,bookmark
user_0091,rest_0562,5,2025-08-28 11:42:02.650612,view
user_0202,rest_0356,4,2025-08-20 17:04:02.650612,view
user_0073,rest_0474,4,2025-09-07 14:05:02.650612,like
user_0255,rest_0573,4,2025-09-17 14:36:02.650612,bookmark
user_0182,rest_0301,5,2025-07-22 08:30:02.650612,bookmark
user_0055,rest_0523,5,2025-05-25 11:13:02.650612,like
user_0015,rest_0792,4,2024-10-13 22:30:02.650612,view
user_0319,rest_0919,5,2024-10-26 17:47:02.650612,review
user_0277,rest_0353,5,2025-06-20 13:00:02.650612,view
user_0016,rest_0223,4,2025-08-20 05:55:02.650612,like
user_0243,rest_0361,3,2024-12-06 12:02:02.650612,review
user_0497,rest_0785,4,2025-08-29 07:48:02.650612,bookmark
user_0164,rest_0561,4,2025-07-15 21:07:02.650612,bookmark
user_0298,rest_0722,4,2025-08-03 06:23:02.650612,view
user_0219,rest_0700,4,2025-03-18 09:21:02.650612,view
user_0156,rest_0573,5,2024-12-11 20:33:02.650612,bookmark
user_0019,rest_0085,4,2025-04-21 14:31:02.650612,review
user_0136,rest_0004,4,2025-05-15 14:00:02.650612,bookmark
user_0173,rest_0697,4,2025-02-17 07:26:02.650612,like
user_0254,rest_0691,4,2024-10-25 13:12:02.650612,bookmark
user_0135,rest_0649,4,2025-07-07 08:50:02.650612,like
user_0296,rest_0957,5,2025-03-08 04:03:02.650612,review
user_0218,rest_0571,3,2024-10-26 16:51:02.650612,bookmark
user_0160,rest_0339,4,2025-04-10 04:38:02.650612,review
user_0255,rest_0231,4,2025-05-14 04:58:02.650612,review
user_0320,rest_0689,5,2024-12-28 07:28:02.650612,like
user_0123,rest_0136,4,2025-09-02 05:53:02.650612,review
user_0210,rest_0417,5,2024-10-19 16:12:02.650612,review
user_0018,rest_0387,4,2025-02-03 00:00:02.650612,bookmark
user_0443,rest_0934,5,2025-04-13 07:41:02.650612,view
user_0120,rest_0370,4,2025-05-30 23:32:02.650612,bookmark
user_0185,rest_0119,5,2025-03-24 05:00:02.650612,view
user_0282,rest_0472,3,2025-08-10 18:22:02.650612,view
user_0387,rest_0651,5,2025-01-02 01:57:02.650612,review
user_0357,rest_0522,4,2024-10-20 07:25:02.650612,bookmark
user_0390,rest_0872,5,2025-08-11 01:39:02.650612,review
user_0321,rest_0691,3,2025-07-07 22:06:02.650612,like
user_0163,rest_0221,2,2024-11-24 04:10:02.650612,bookmark
user_0409,rest_0834,4,2024-10-30 09:22:02.650612,like
user_0485,rest_0038,5,2025-06-29 16:38:02.650612,like
user_0464,rest_0311,5,2025-05-11 02:15:02.650612,like
user_0076,rest_0627,4,2025-03-24 01:35:02.650612,view
user_0195,rest_0157,5,2024-12-31 15:12:02.650612,bookmark
user_0214,rest_0196,4,2024-11-29 20:17:02.650612,bookmark
user_0240,rest_0450,5,2025-03-01 18:24:02.650612,like
user_0131,rest_0864,5,2025-06-28 21:02:02.650612,bookmark
user_0023,rest_0838,4,2025-06-02 15:23:02.650612,bookmark
user_0286,rest_0256,3,2024-12-17 04:09:02.650612,review
user_0221,rest_0129,4,2024-11-15 06:01:02.650612,like
user_0427,rest_0940,4,2025-03-20 09:17:02.650612,bookmark
user_0474,rest_0571,3,2025-02-24 09:56:02.650612,like
user_0096,rest_0363,4,2025-01-12 01:01:02.650612,review
user_0133,rest_0085,5,2025-05-14 09:06:02.650612,review
user_0047,rest_0465,4,2025-02-09 01:52:02.650612,like
user_0013,rest_0051,4,2025-08-30 23:24:02.650612,bookmark
user_0078,rest_0454,2,2025-05-10 18:41:02.650612,review
user_0232,rest_0133,3,2025-02-01 15:41:02.650612,view
user_0441,rest_0391,3,2025-08-12 05:19:02.650612,view
user_0045,rest_0475,3,2025-01-01 01:23:02.650612,review
user_0061,rest_0076,3,2025-04-26 19:50:02.650612,bookmark
user_0243,rest_0664,5,2025-07-21 09:04:02.650612,review
user_0218,rest_0233,5,2025-06-06 06:28:02.650612,like
user_0268,rest_0499,3,2025-05-14 09:04:02.650612,review
user_0153,rest_0553,4,2024-11-21 17:56:02.650612,bookmark
user_0218,rest_0161,4,2024-10-11 13:03:02.650612,view
user_0262,rest_0531,5,2025-04-22 09:05:02.650612,review
user_0416,rest_0410,5,2025-01-25 14:04:02.650612,view
user_0023,rest_0377,5,2025-09-12 05:19:02.650612,review
user_0009,rest_0972,4,2024-11-14 20:09:02.650612,review
user_0249,rest_0176,4,2025-07-29 07:43:02.650612,review
user_0097,rest_0381,5,2024-09-25 18:11:02.650612,view
user_0097,rest_0339,4,2025-05-12 00:29:02.650612,review
user_0011,rest_0210,4,2024-12-04 19:43:02.650612,review
user_0426,rest_0037,4,2025-03-05 20:05:02.650612,review
user_0148,rest_0492,4,2025-04-09 11:31:02.650612,review
user_0270,rest_0064,4,2025-07-09 06:34:02.650612,view
user_0259,rest_0374,3,2025-09-02 06:57:02.650612,review
user_0432,rest_0516,3,2025-01-01 05:43:02.650612,view
user_0252,rest_0290,4,2025-01-02 13:02:02.650612,view
user_0413,rest_0987,3,2025-04-24 23:38:02.650612,like
user_0249,rest_0090,4,2025-03-10 07:48:02.650612,view
user_0263,rest_0318,5,2024-11-09 18:02:02.650612,review
user_0499,rest_0480,3,2025-07-26 15:49:02.650612,view
user_0259,rest_0406,4,2025-08-04 23:54:02.650612,like
user_0050,rest_0139,4,2025-03-22 06:51:02.650612,like
user_0258,rest_0284,4,2025-01-31 07:44:02.650612,review
user_0125,rest_0600,4,2025-06-15 09:49:02.650612,like
user_0459,rest_0783,4,2025-06-08 17:22:02.650612,view
user_0043,rest_0816,4,2025-04-10 01:26:02.650612,view
user_0151,rest_0265,5,2025-08-31 18:34:02.650612,bookmark
user_0043,rest_0536,3,2025-03-07 08:45:02.650612,like
user_0266,rest_0861,5,2025-08-08 01:00:02.650612,view
user_0303,rest_0061,4,2025-02-19 19:26:02.650612,view
user_0374,rest_0032,5,2025-03-26 04:39:02.650612,bookmark
user_0063,rest_0810,4,2025-08-15 23:27:02.650612,bookmark
user_0232,rest_0182,4,2025-01-15 19:36:02.650612,like
user_0053,rest_0806,5,2025-07-12 02:51:02.650612,bookmark
user_0232,rest_0070,3,2025-09-16 09:52:02.650612,review
user_0073,rest_0091,4,2025-05-23 18:28:02.650612,like
user_0242,rest_0195,5,2024-12-06 13:22:02.650612,view
user_0056,rest_0021,5,2025-07-06 05:01:02.650612,like
user_0060,rest_0145,5,2025-03-27 05:17:02.650612,review
user_0215,rest_0403,4,2025-02-20 05:12:02.650612,like
user_0178,rest_0169,3,2024-10-09 09:29:02.650612,bookmark
user_0390,rest_0229,3,2025-08-08 10:47:02.650612,review
user_0198,rest_0918,3,2025-04-07 06:33:02.650612,view
user_0009,rest_0752,5,2025-06-16 01:00:02.650612,bookmark
user_0402,rest_0455,5,2025-09-13 14:27:02.650612,view
user_0478,rest_0375,5,2025-04-28 01:25:02.650612,view
user_0393,rest_0126,4,2025-02-21 09:42:02.650612,like
user_0166,rest_0712,5,2025-09-16 21:18:02.650612,review
user_0026,rest_0874,4,2025-07-19 14:14:02.650612,review
user_0137,rest_0451,3,2025-05-12 13:25:02.650612,view
user_0247,rest_0143,4,2025-08-07 03:57:02.650612,view
user_0191,rest_0241,4,2024-12-12 03:33:02.650612,review
user_0231,rest_0418,5,2025-05-12 15:17:02.650612,like
user_0000,rest_0966,3,2025-05-21 04:37:02.650612,bookmark
user_0261,rest_0729,4,2024-12-08 19:33:02.650612,view
user_0153,rest_0719,4,2025-09-08 23:52:02.650612,like
user_0139,rest_0704,3,2025-02-28 06:12:02.650612,review
user_0344,rest_0052,3,2025-06-28 18:44:02.650612,review
user_0275,rest_0635,5,2025-08-26 10:42:02.650612,view
user_0063,rest_0733,4,2024-12-24 09:59:02.650612,like
user_0380,rest_0905,4,2025-02-07 17:57:02.650612,bookmark
user_0098,rest_0881,5,2025-07-28 16:18:02.650612,like
user_0107,rest_0911,5,2025-08-09 08:06:02.650612,bookmark
user_0289,rest_0283,4,2025-07-15 00:46:02.650612,view
user_0065,rest_0238,3,2025-07-05 03:55:02.650612,bookmark
user_0314,rest_0260,1,2025-06-30 09:59:02.650612,review
user_0332,rest_0898,5,2025-03-01 09:53:02.650612,review
user_0185,rest_0937,4,2024-10-09 19:13:02.650612,view
user_0171,rest_0601,4,2025-07-05 20:46:02.650612,like
user_0100,rest_0281,3,2025-02-22 22:39:02.650612,view
user_0413,rest_0283,4,2025-08-03 06:52:02.650612,bookmark
user_0126,rest_0458,5,2025-01-17 06:52:02.650612,view
user_0406,rest_0927,4,2024-10-24 15:38:02.650612,review
user_0469,rest_0635,5,2025-02-24 18:03:02.650612,like
user_0226,rest_0186,2,2025-07-26 16:26:02.650612,view
user_0286,rest_0150,5,2025-03-31 08:05:02.650612,review
user_0227,rest_0403,3,2024-11-25 21:02:02.650612,like
user_0386,rest_0160,3,2025-07-12 13:48:02.650612,like
user_0347,rest_0269,5,2025-01-16 12:51:02.650612,view
user_0499,rest_0578,3,2024-12-28 22:20:02.650612,like
user_0493,rest_0778,2,2025-02-17 09:20:02.650612,like
